statefips,countyfips,avghouseholdsize,geography
26,159,2.61,"Van Buren County, Michigan"
26,161,2.43,"Washtenaw County, Michigan"
26,163,2.63,"Wayne County, Michigan"
26,165,2.56,"Wexford County, Michigan"
27,1,2.05,"Aitkin County, Minnesota"
27,3,2.7,"Anoka County, Minnesota"
27,5,2.41,"Becker County, Minnesota"
27,7,2.59,"Beltrami County, Minnesota"
27,9,2.45,"Benton County, Minnesota"
27,11,2.18,"Big Stone County, Minnesota"
27,13,2.46,"Blue Earth County, Minnesota"
27,15,2.27,"Brown County, Minnesota"
27,17,2.51,"Carlton County, Minnesota"
27,19,2.76,"Carver County, Minnesota"
27,21,2.19,"Cass County, Minnesota"
27,23,2.36,"Chippewa County, Minnesota"
27,25,2.63,"Chisago County, Minnesota"
27,27,2.51,"Clay County, Minnesota"
27,29,2.48,"Clearwater County, Minnesota"
27,31,1.93,"Cook County, Minnesota"
27,33,2.38,"Cottonwood County, Minnesota"
27,35,2.36,"Crow Wing County, Minnesota"
27,37,2.59,"Dakota County, Minnesota"
27,39,2.67,"Dodge County, Minnesota"
27,41,2.32,"Douglas County, Minnesota"
27,43,2.18,"Faribault County, Minnesota"
27,45,2.4,"Fillmore County, Minnesota"
27,47,2.33,"Freeborn County, Minnesota"
27,49,2.42,"Goodhue County, Minnesota"
27,51,2.32,"Grant County, Minnesota"
27,53,2.39,"Hennepin County, Minnesota"
27,55,2.35,"Houston County, Minnesota"
27,57,2.32,"Hubbard County, Minnesota"
27,59,2.68,"Isanti County, Minnesota"
27,61,2.33,"Itasca County, Minnesota"
27,63,2.32,"Jackson County, Minnesota"
27,65,2.55,"Kanabec County, Minnesota"
27,67,2.48,"Kandiyohi County, Minnesota"
27,69,2.28,"Kittson County, Minnesota"
27,71,2.18,"Koochiching County, Minnesota"
27,73,2.24,"Lac qui Parle County, Minnesota"
27,75,2.06,"Lake County, Minnesota"
27,77,2.4,"Lake of the Woods County, Minnesota"
27,79,2.52,"Le Sueur County, Minnesota"
27,81,2.25,"Lincoln County, Minnesota"
27,83,2.46,"Lyon County, Minnesota"
27,85,2.4,"McLeod County, Minnesota"
27,87,2.71,"Mahnomen County, Minnesota"
27,89,2.32,"Marshall County, Minnesota"
27,91,2.26,"Martin County, Minnesota"
27,93,2.48,"Meeker County, Minnesota"
27,95,2.52,"Mille Lacs County, Minnesota"
27,97,2.43,"Morrison County, Minnesota"
27,99,2.51,"Mower County, Minnesota"
27,101,2.24,"Murray County, Minnesota"
27,103,2.39,"Nicollet County, Minnesota"
27,105,2.71,"Nobles County, Minnesota"
27,107,2.4,"Norman County, Minnesota"
27,109,2.52,"Olmsted County, Minnesota"
27,111,2.34,"Otter Tail County, Minnesota"
27,113,2.34,"Pennington County, Minnesota"
27,115,2.42,"Pine County, Minnesota"
27,117,2.3,"Pipestone County, Minnesota"
27,119,2.37,"Polk County, Minnesota"
27,121,2.23,"Pope County, Minnesota"
27,123,2.47,"Ramsey County, Minnesota"
27,125,2.43,"Red Lake County, Minnesota"
27,127,2.43,"Redwood County, Minnesota"
27,129,2.34,"Renville County, Minnesota"
27,131,2.5,"Rice County, Minnesota"
27,133,2.37,"Rock County, Minnesota"
27,135,2.44,"Roseau County, Minnesota"
27,137,2.26,"St. Louis County, Minnesota"
27,139,2.9,"Scott County, Minnesota"
27,141,2.89,"Sherburne County, Minnesota"
27,143,2.46,"Sibley County, Minnesota"
27,145,2.52,"Stearns County, Minnesota"
27,147,2.52,"Steele County, Minnesota"
27,149,2.55,"Stevens County, Minnesota"
27,151,2.21,"Swift County, Minnesota"
27,153,2.45,"Todd County, Minnesota"
27,155,2.19,"Traverse County, Minnesota"
27,157,2.36,"Wabasha County, Minnesota"
27,159,2.35,"Wadena County, Minnesota"
27,161,2.43,"Waseca County, Minnesota"
27,163,2.67,"Washington County, Minnesota"
27,165,2.45,"Watonwan County, Minnesota"
27,167,2.29,"Wilkin County, Minnesota"
27,169,2.46,"Winona County, Minnesota"
27,171,2.82,"Wright County, Minnesota"
27,173,2.33,"Yellow Medicine County, Minnesota"
29,1,2.36,"Adair County, Missouri"
29,3,2.51,"Andrew County, Missouri"
29,5,2.13,"Atchison County, Missouri"
29,7,2.58,"Audrain County, Missouri"
29,9,2.67,"Barry County, Missouri"
29,11,2.41,"Barton County, Missouri"
29,13,2.44,"Bates County, Missouri"
29,15,2.28,"Benton County, Missouri"
29,17,2.56,"Bollinger County, Missouri"
29,19,2.41,"Boone County, Missouri"
29,21,2.58,"Buchanan County, Missouri"
29,23,2.51,"Butler County, Missouri"
29,25,2.39,"Caldwell County, Missouri"
29,27,2.52,"Callaway County, Missouri"
29,29,2.6,"Camden County, Missouri"
29,31,2.49,"Cape Girardeau County, Missouri"
29,33,2.48,"Carroll County, Missouri"
29,35,2.54,"Carter County, Missouri"
29,37,2.63,"Cass County, Missouri"
29,39,2.33,"Cedar County, Missouri"
29,41,2.52,"Chariton County, Missouri"
29,43,2.69,"Christian County, Missouri"
29,45,2.42,"Clark County, Missouri"
29,47,2.6,"Clay County, Missouri"
29,49,2.48,"Clinton County, Missouri"
29,51,2.44,"Cole County, Missouri"
29,53,2.47,"Cooper County, Missouri"
29,55,2.61,"Crawford County, Missouri"
29,57,2.34,"Dade County, Missouri"
29,59,2.62,"Dallas County, Missouri"
29,61,2.65,"Daviess County, Missouri"
29,63,2.48,"DeKalb County, Missouri"
29,65,2.6,"Dent County, Missouri"
29,67,2.54,"Douglas County, Missouri"
29,69,2.44,"Dunklin County, Missouri"
29,71,2.53,"Franklin County, Missouri"
29,73,2.35,"Gasconade County, Missouri"
29,75,2.38,"Gentry County, Missouri"
29,77,2.31,"Greene County, Missouri"
29,79,2.45,"Grundy County, Missouri"
29,81,2.37,"Harrison County, Missouri"
29,83,2.29,"Henry County, Missouri"
29,85,2.25,"Hickory County, Missouri"
29,87,2.11,"Holt County, Missouri"
29,89,2.53,"Howard County, Missouri"
29,91,2.45,"Howell County, Missouri"
29,93,2.46,"Iron County, Missouri"
29,95,2.44,"Jackson County, Missouri"
29,97,2.52,"Jasper County, Missouri"
29,99,2.68,"Jefferson County, Missouri"
29,101,2.49,"Johnson County, Missouri"
29,103,2.34,"Knox County, Missouri"
29,105,2.6,"Laclede County, Missouri"
29,107,2.44,"Lafayette County, Missouri"
29,109,2.6,"Lawrence County, Missouri"
29,111,2.45,"Lewis County, Missouri"
29,113,2.87,"Lincoln County, Missouri"
29,115,2.53,"Linn County, Missouri"
29,117,2.39,"Livingston County, Missouri"
29,119,2.71,"McDonald County, Missouri"
29,121,2.43,"Macon County, Missouri"
29,123,2.63,"Madison County, Missouri"
29,125,2.44,"Maries County, Missouri"
29,127,2.43,"Marion County, Missouri"
29,129,2.43,"Mercer County, Missouri"
29,131,2.61,"Miller County, Missouri"
29,133,2.41,"Mississippi County, Missouri"
29,135,2.62,"Moniteau County, Missouri"
29,137,2.43,"Monroe County, Missouri"
29,139,2.37,"Montgomery County, Missouri"
29,141,2.55,"Morgan County, Missouri"
29,143,2.49,"New Madrid County, Missouri"
29,145,2.62,"Newton County, Missouri"
29,147,2.28,"Nodaway County, Missouri"
29,149,2.48,"Oregon County, Missouri"
29,151,2.62,"Osage County, Missouri"
29,153,2.22,"Ozark County, Missouri"
29,155,2.53,"Pemiscot County, Missouri"
29,157,2.54,"Perry County, Missouri"
29,159,2.56,"Pettis County, Missouri"
29,161,2.52,"Phelps County, Missouri"
29,163,2.47,"Pike County, Missouri"
29,165,2.46,"Platte County, Missouri"
29,167,2.52,"Polk County, Missouri"
29,169,2.84,"Pulaski County, Missouri"
29,171,2.2,"Putnam County, Missouri"
29,173,2.53,"Ralls County, Missouri"
29,175,2.72,"Randolph County, Missouri"
29,177,2.63,"Ray County, Missouri"
29,179,2.4,"Reynolds County, Missouri"
29,181,2.57,"Ripley County, Missouri"
29,183,2.65,"St. Charles County, Missouri"
29,185,2.31,"St. Clair County, Missouri"
29,186,2.48,"Ste. Genevieve County, Missouri"
29,187,2.33,"St. Francois County, Missouri"
29,189,2.44,"St. Louis County, Missouri"
29,195,2.48,"Saline County, Missouri"
29,197,2.52,"Schuyler County, Missouri"
29,199,2.58,"Scotland County, Missouri"
29,201,2.52,"Scott County, Missouri"
29,203,2.5,"Shannon County, Missouri"
29,205,2.37,"Shelby County, Missouri"
29,207,2.43,"Stoddard County, Missouri"
29,209,2.42,"Stone County, Missouri"
29,211,2.56,"Sullivan County, Missouri"
29,213,2.43,"Taney County, Missouri"
29,215,2.67,"Texas County, Missouri"
29,217,2.5,"Vernon County, Missouri"
29,219,2.74,"Warren County, Missouri"
29,221,2.67,"Washington County, Missouri"
29,223,2.43,"Wayne County, Missouri"
29,225,2.78,"Webster County, Missouri"
29,227,2.25,"Worth County, Missouri"
29,229,2.48,"Wright County, Missouri"
29,510,2.2,"St. Louis city, Missouri"
28,1,2.5,"Adams County, Mississippi"
28,3,2.49,"Alcorn County, Mississippi"
28,5,2.55,"Amite County, Mississippi"
28,7,2.52,"Attala County, Mississippi"
28,9,2.83,"Benton County, Mississippi"
28,11,2.6,"Bolivar County, Mississippi"
28,13,2.46,"Calhoun County, Mississippi"
28,15,2.75,"Carroll County, Mississippi"
28,17,2.63,"Chickasaw County, Mississippi"
28,19,2.49,"Choctaw County, Mississippi"
28,21,2.74,"Claiborne County, Mississippi"
28,23,2.51,"Clarke County, Mississippi"
28,25,2.57,"Clay County, Mississippi"
28,27,2.62,"Coahoma County, Mississippi"
28,29,2.82,"Copiah County, Mississippi"
28,31,2.76,"Covington County, Mississippi"
28,33,2.8,"DeSoto County, Mississippi"
28,35,2.58,"Forrest County, Mississippi"
28,37,2.36,"Franklin County, Mississippi"
28,39,3.02,"George County, Mississippi"
28,41,2.59,"Greene County, Mississippi"
28,43,2.86,"Grenada County, Mississippi"
28,45,2.43,"Hancock County, Mississippi"
28,47,2.52,"Harrison County, Mississippi"
28,49,2.68,"Hinds County, Mississippi"
28,51,2.82,"Holmes County, Mississippi"
28,53,2.91,"Humphreys County, Mississippi"
28,55,2.33,"Issaquena County, Mississippi"
28,57,2.54,"Itawamba County, Mississippi"
28,59,2.78,"Jackson County, Mississippi"
28,61,2.4,"Jasper County, Mississippi"
28,63,2.81,"Jefferson County, Mississippi"
28,65,2.35,"Jefferson Davis County, Mississippi"
28,67,2.71,"Jones County, Mississippi"
28,69,2.53,"Kemper County, Mississippi"
28,71,2.65,"Lafayette County, Mississippi"
28,73,2.68,"Lamar County, Mississippi"
28,75,2.56,"Lauderdale County, Mississippi"
28,77,2.63,"Lawrence County, Mississippi"
28,79,2.67,"Leake County, Mississippi"
28,81,2.6,"Lee County, Mississippi"
28,83,2.76,"Leflore County, Mississippi"
28,85,2.62,"Lincoln County, Mississippi"
28,87,2.5,"Lowndes County, Mississippi"
28,89,2.65,"Madison County, Mississippi"
28,91,2.58,"Marion County, Mississippi"
28,93,2.63,"Marshall County, Mississippi"
28,95,2.57,"Monroe County, Mississippi"
28,97,2.43,"Montgomery County, Mississippi"
28,99,2.71,"Neshoba County, Mississippi"
28,101,2.61,"Newton County, Mississippi"
28,103,2.69,"Noxubee County, Mississippi"
28,105,2.51,"Oktibbeha County, Mississippi"
28,107,2.81,"Panola County, Mississippi"
28,109,2.61,"Pearl River County, Mississippi"
28,111,2.75,"Perry County, Mississippi"
28,113,2.65,"Pike County, Mississippi"
28,115,2.87,"Pontotoc County, Mississippi"
28,117,2.5,"Prentiss County, Mississippi"
28,119,2.49,"Quitman County, Mississippi"
28,121,2.62,"Rankin County, Mississippi"
28,123,2.85,"Scott County, Mississippi"
28,125,2.64,"Sharkey County, Mississippi"
28,127,2.77,"Simpson County, Mississippi"
28,129,2.65,"Smith County, Mississippi"
28,131,3.0,"Stone County, Mississippi"
28,133,2.81,"Sunflower County, Mississippi"
28,135,2.4,"Tallahatchie County, Mississippi"
28,137,2.67,"Tate County, Mississippi"
28,139,2.61,"Tippah County, Mississippi"
28,141,2.52,"Tishomingo County, Mississippi"
28,143,2.6,"Tunica County, Mississippi"
28,145,2.66,"Union County, Mississippi"
28,147,2.58,"Walthall County, Mississippi"
28,149,2.58,"Warren County, Mississippi"
28,151,2.69,"Washington County, Mississippi"
28,153,2.67,"Wayne County, Mississippi"
28,155,2.45,"Webster County, Mississippi"
28,157,2.6,"Wilkinson County, Mississippi"
28,159,2.38,"Winston County, Mississippi"
28,161,2.39,"Yalobusha County, Mississippi"
28,163,2.82,"Yazoo County, Mississippi"
30,1,2.15,"Beaverhead County, Montana"
30,3,3.63,"Big Horn County, Montana"
30,5,2.87,"Blaine County, Montana"
30,7,2.32,"Broadwater County, Montana"
30,9,2.27,"Carbon County, Montana"
30,11,2.38,"Carter County, Montana"
30,13,2.35,"Cascade County, Montana"
30,15,2.5,"Chouteau County, Montana"
30,17,2.38,"Custer County, Montana"
30,19,1.99,"Daniels County, Montana"
30,21,2.24,"Dawson County, Montana"
30,23,2.13,"Deer Lodge County, Montana"
30,25,2.47,"Fallon County, Montana"
30,27,2.25,"Fergus County, Montana"
30,29,2.48,"Flathead County, Montana"
30,31,2.39,"Gallatin County, Montana"
30,33,2.39,"Garfield County, Montana"
30,35,3.07,"Glacier County, Montana"
30,37,2.29,"Golden Valley County, Montana"
30,39,2.19,"Granite County, Montana"
30,41,2.63,"Hill County, Montana"
30,43,2.51,"Jefferson County, Montana"
30,45,2.18,"Judith Basin County, Montana"
30,47,2.38,"Lake County, Montana"
30,49,2.38,"Lewis and Clark County, Montana"
30,51,2.52,"Liberty County, Montana"
30,53,2.21,"Lincoln County, Montana"
30,55,2.31,"McCone County, Montana"
30,57,2.23,"Madison County, Montana"
30,59,2.47,"Meagher County, Montana"
30,61,2.67,"Mineral County, Montana"
30,63,2.33,"Missoula County, Montana"
30,65,2.43,"Musselshell County, Montana"
30,67,2.28,"Park County, Montana"
30,69,2.31,"Petroleum County, Montana"
30,71,2.26,"Phillips County, Montana"
30,73,2.52,"Pondera County, Montana"
30,75,2.19,"Powder River County, Montana"
30,77,2.25,"Powell County, Montana"
30,79,2.46,"Prairie County, Montana"
30,81,2.43,"Ravalli County, Montana"
30,83,2.51,"Richland County, Montana"
30,85,3.54,"Roosevelt County, Montana"
30,87,2.81,"Rosebud County, Montana"
30,89,2.21,"Sanders County, Montana"
30,91,2.16,"Sheridan County, Montana"
30,93,2.22,"Silver Bow County, Montana"
30,95,2.44,"Stillwater County, Montana"
30,97,2.55,"Sweet Grass County, Montana"
30,99,2.5,"Teton County, Montana"
30,101,2.24,"Toole County, Montana"
30,103,2.3,"Treasure County, Montana"
30,105,2.26,"Valley County, Montana"
30,107,2.34,"Wheatland County, Montana"
30,109,2.15,"Wibaux County, Montana"
30,111,2.44,"Yellowstone County, Montana"
37,1,2.45,"Alamance County, North Carolina"
37,3,2.65,"Alexander County, North Carolina"
37,5,2.25,"Alleghany County, North Carolina"
37,7,2.55,"Anson County, North Carolina"
37,9,2.27,"Ashe County, North Carolina"
37,11,2.22,"Avery County, North Carolina"
37,13,2.54,"Beaufort County, North Carolina"
37,15,2.59,"Bertie County, North Carolina"
37,17,2.37,"Bladen County, North Carolina"
37,19,2.34,"Brunswick County, North Carolina"
37,21,2.36,"Buncombe County, North Carolina"
37,23,2.53,"Burke County, North Carolina"
37,25,2.78,"Cabarrus County, North Carolina"
37,27,2.56,"Caldwell County, North Carolina"
37,29,2.67,"Camden County, North Carolina"
37,31,2.27,"Carteret County, North Carolina"
37,33,2.55,"Caswell County, North Carolina"
37,35,2.59,"Catawba County, North Carolina"
37,37,2.47,"Chatham County, North Carolina"
37,39,2.51,"Cherokee County, North Carolina"
37,41,2.41,"Chowan County, North Carolina"
37,43,2.33,"Clay County, North Carolina"
37,45,2.55,"Cleveland County, North Carolina"
37,47,2.47,"Columbus County, North Carolina"
37,49,2.51,"Craven County, North Carolina"
37,51,2.56,"Cumberland County, North Carolina"
37,53,2.62,"Currituck County, North Carolina"
37,55,2.32,"Dare County, North Carolina"
37,57,2.52,"Davidson County, North Carolina"
37,59,2.6,"Davie County, North Carolina"
37,61,2.68,"Duplin County, North Carolina"
37,63,2.37,"Durham County, North Carolina"
37,65,2.57,"Edgecombe County, North Carolina"
37,67,2.46,"Forsyth County, North Carolina"
37,69,2.58,"Franklin County, North Carolina"
37,71,2.61,"Gaston County, North Carolina"
37,73,2.65,"Gates County, North Carolina"
37,75,2.63,"Graham County, North Carolina"
37,77,2.68,"Granville County, North Carolina"
37,79,2.66,"Greene County, North Carolina"
37,81,2.46,"Guilford County, North Carolina"
37,83,2.42,"Halifax County, North Carolina"
37,85,2.84,"Harnett County, North Carolina"
37,87,2.24,"Haywood County, North Carolina"
37,89,2.35,"Henderson County, North Carolina"
37,91,2.48,"Hertford County, North Carolina"
37,93,2.93,"Hoke County, North Carolina"
37,95,2.44,"Hyde County, North Carolina"
37,97,2.69,"Iredell County, North Carolina"
37,99,2.33,"Jackson County, North Carolina"
37,101,2.85,"Johnston County, North Carolina"
37,103,2.43,"Jones County, North Carolina"
37,105,2.75,"Lee County, North Carolina"
37,107,2.47,"Lenoir County, North Carolina"
37,109,2.62,"Lincoln County, North Carolina"
37,111,2.52,"McDowell County, North Carolina"
37,113,2.16,"Macon County, North Carolina"
37,115,2.36,"Madison County, North Carolina"
37,117,2.54,"Martin County, North Carolina"
37,119,2.57,"Mecklenburg County, North Carolina"
37,121,2.36,"Mitchell County, North Carolina"
37,123,2.52,"Montgomery County, North Carolina"
37,125,2.44,"Moore County, North Carolina"
37,127,2.52,"Nash County, North Carolina"
37,129,2.33,"New Hanover County, North Carolina"
37,131,2.35,"Northampton County, North Carolina"
37,133,2.75,"Onslow County, North Carolina"
37,135,2.47,"Orange County, North Carolina"
37,137,2.36,"Pamlico County, North Carolina"
37,139,2.61,"Pasquotank County, North Carolina"
37,141,2.67,"Pender County, North Carolina"
37,143,2.44,"Perquimans County, North Carolina"
37,145,2.52,"Person County, North Carolina"
37,147,2.48,"Pitt County, North Carolina"
37,149,2.3,"Polk County, North Carolina"
37,151,2.59,"Randolph County, North Carolina"
37,153,2.42,"Richmond County, North Carolina"
37,155,2.87,"Robeson County, North Carolina"
37,157,2.42,"Rockingham County, North Carolina"
37,159,2.6,"Rowan County, North Carolina"
37,161,2.48,"Rutherford County, North Carolina"
37,163,2.7,"Sampson County, North Carolina"
37,165,2.59,"Scotland County, North Carolina"
37,167,2.47,"Stanly County, North Carolina"
37,169,2.43,"Stokes County, North Carolina"
37,171,2.47,"Surry County, North Carolina"
37,173,2.58,"Swain County, North Carolina"
37,175,2.31,"Transylvania County, North Carolina"
37,177,2.45,"Tyrrell County, North Carolina"
37,179,2.99,"Union County, North Carolina"
37,181,2.65,"Vance County, North Carolina"
37,183,2.61,"Wake County, North Carolina"
37,185,2.48,"Warren County, North Carolina"
37,187,2.4,"Washington County, North Carolina"
37,189,2.35,"Watauga County, North Carolina"
37,191,2.56,"Wayne County, North Carolina"
37,193,2.48,"Wilkes County, North Carolina"
37,195,2.5,"Wilson County, North Carolina"
37,197,2.45,"Yadkin County, North Carolina"
37,199,2.35,"Yancey County, North Carolina"
38,1,2.14,"Adams County, North Dakota"
38,3,2.07,"Barnes County, North Dakota"
38,5,2.97,"Benson County, North Dakota"
38,7,2.25,"Billings County, North Dakota"
38,9,2.09,"Bottineau County, North Dakota"
38,11,2.28,"Bowman County, North Dakota"
38,13,2.25,"Burke County, North Dakota"
38,15,2.3,"Burleigh County, North Dakota"
38,17,2.29,"Cass County, North Dakota"
38,19,2.17,"Cavalier County, North Dakota"
38,21,2.3,"Dickey County, North Dakota"
38,23,2.07,"Divide County, North Dakota"
38,25,2.6,"Dunn County, North Dakota"
38,27,2.15,"Eddy County, North Dakota"
38,29,2.13,"Emmons County, North Dakota"
38,31,2.22,"Foster County, North Dakota"
38,33,2.19,"Golden Valley County, North Dakota"
38,35,2.25,"Grand Forks County, North Dakota"
38,37,2.05,"Grant County, North Dakota"
38,39,2.16,"Griggs County, North Dakota"
38,41,2.25,"Hettinger County, North Dakota"
38,43,2.24,"Kidder County, North Dakota"
38,45,2.2,"LaMoure County, North Dakota"
38,47,2.12,"Logan County, North Dakota"
38,49,2.2,"McHenry County, North Dakota"
38,51,2.06,"McIntosh County, North Dakota"
38,53,2.93,"McKenzie County, North Dakota"
38,55,2.18,"McLean County, North Dakota"
38,57,2.31,"Mercer County, North Dakota"
38,59,2.3,"Morton County, North Dakota"
38,61,2.83,"Mountrail County, North Dakota"
38,63,1.95,"Nelson County, North Dakota"
38,65,2.3,"Oliver County, North Dakota"
38,67,2.14,"Pembina County, North Dakota"
38,69,2.08,"Pierce County, North Dakota"
38,71,2.2,"Ramsey County, North Dakota"
38,73,2.25,"Ransom County, North Dakota"
38,75,2.46,"Renville County, North Dakota"
38,77,2.28,"Richland County, North Dakota"
38,79,3.0,"Rolette County, North Dakota"
38,81,2.22,"Sargent County, North Dakota"
38,83,2.05,"Sheridan County, North Dakota"
38,85,3.93,"Sioux County, North Dakota"
38,87,2.09,"Slope County, North Dakota"
38,89,2.44,"Stark County, North Dakota"
38,91,2.09,"Steele County, North Dakota"
38,93,2.15,"Stutsman County, North Dakota"
38,95,2.25,"Towner County, North Dakota"
38,97,2.35,"Traill County, North Dakota"
38,99,2.15,"Walsh County, North Dakota"
38,101,2.49,"Ward County, North Dakota"
38,103,2.04,"Wells County, North Dakota"
38,105,2.4,"Williams County, North Dakota"
31,1,2.35,"Adams County, Nebraska"
31,3,2.27,"Antelope County, Nebraska"
31,5,2.49,"Arthur County, Nebraska"
31,7,2.42,"Banner County, Nebraska"
31,9,2.39,"Blaine County, Nebraska"
31,11,2.37,"Boone County, Nebraska"
31,13,2.31,"Box Butte County, Nebraska"
31,15,2.15,"Boyd County, Nebraska"
31,17,2.0,"Brown County, Nebraska"
31,19,2.49,"Buffalo County, Nebraska"
31,21,2.33,"Burt County, Nebraska"
31,23,2.26,"Butler County, Nebraska"
31,25,2.57,"Cass County, Nebraska"
31,27,2.39,"Cedar County, Nebraska"
31,29,2.25,"Chase County, Nebraska"
31,31,2.14,"Cherry County, Nebraska"
31,33,2.27,"Cheyenne County, Nebraska"
31,35,2.4,"Clay County, Nebraska"
31,37,2.87,"Colfax County, Nebraska"
31,39,2.41,"Cuming County, Nebraska"
31,41,2.25,"Custer County, Nebraska"
31,43,2.81,"Dakota County, Nebraska"
31,45,2.22,"Dawes County, Nebraska"
31,47,2.71,"Dawson County, Nebraska"
31,49,2.34,"Deuel County, Nebraska"
31,51,2.51,"Dixon County, Nebraska"
31,53,2.37,"Dodge County, Nebraska"
31,55,2.52,"Douglas County, Nebraska"
31,57,2.18,"Dundy County, Nebraska"
31,59,2.22,"Fillmore County, Nebraska"
31,61,2.15,"Franklin County, Nebraska"
31,63,2.25,"Frontier County, Nebraska"
31,65,2.11,"Furnas County, Nebraska"
31,67,2.3,"Gage County, Nebraska"
31,69,2.1,"Garden County, Nebraska"
31,71,2.1,"Garfield County, Nebraska"
31,73,2.46,"Gosper County, Nebraska"
31,75,2.42,"Grant County, Nebraska"
31,77,2.46,"Greeley County, Nebraska"
31,79,2.67,"Hall County, Nebraska"
31,81,2.45,"Hamilton County, Nebraska"
31,83,2.19,"Harlan County, Nebraska"
31,85,2.25,"Hayes County, Nebraska"
31,87,2.12,"Hitchcock County, Nebraska"
31,89,2.25,"Holt County, Nebraska"
31,91,1.97,"Hooker County, Nebraska"
31,93,2.47,"Howard County, Nebraska"
31,95,2.18,"Jefferson County, Nebraska"
31,97,2.13,"Johnson County, Nebraska"
31,99,2.34,"Kearney County, Nebraska"
31,101,2.06,"Keith County, Nebraska"
31,103,2.07,"Keya Paha County, Nebraska"
31,105,2.33,"Kimball County, Nebraska"
31,107,2.24,"Knox County, Nebraska"
31,109,2.42,"Lancaster County, Nebraska"
31,111,2.34,"Lincoln County, Nebraska"
31,113,2.33,"Logan County, Nebraska"
31,115,2.12,"Loup County, Nebraska"
31,117,2.18,"McPherson County, Nebraska"
31,119,2.43,"Madison County, Nebraska"
31,121,2.28,"Merrick County, Nebraska"
31,123,2.38,"Morrill County, Nebraska"
31,125,2.25,"Nance County, Nebraska"
31,127,2.31,"Nemaha County, Nebraska"
31,129,2.08,"Nuckolls County, Nebraska"
31,131,2.41,"Otoe County, Nebraska"
31,133,2.13,"Pawnee County, Nebraska"
31,135,2.32,"Perkins County, Nebraska"
31,137,2.4,"Phelps County, Nebraska"
31,139,2.4,"Pierce County, Nebraska"
31,141,2.53,"Platte County, Nebraska"
31,143,2.37,"Polk County, Nebraska"
31,145,2.27,"Red Willow County, Nebraska"
31,147,2.14,"Richardson County, Nebraska"
31,149,1.94,"Rock County, Nebraska"
31,151,2.61,"Saline County, Nebraska"
31,153,2.71,"Sarpy County, Nebraska"
31,155,2.56,"Saunders County, Nebraska"
31,157,2.42,"Scotts Bluff County, Nebraska"
31,159,2.46,"Seward County, Nebraska"
31,161,2.29,"Sheridan County, Nebraska"
31,163,2.21,"Sherman County, Nebraska"
31,165,2.28,"Sioux County, Nebraska"
31,167,2.61,"Stanton County, Nebraska"
31,169,2.15,"Thayer County, Nebraska"
31,171,2.25,"Thomas County, Nebraska"
31,173,3.3,"Thurston County, Nebraska"
31,175,2.21,"Valley County, Nebraska"
31,177,2.48,"Washington County, Nebraska"
31,179,2.33,"Wayne County, Nebraska"
31,181,2.31,"Webster County, Nebraska"
31,183,2.18,"Wheeler County, Nebraska"
31,185,2.31,"York County, Nebraska"
33,1,2.42,"Belknap County, New Hampshire"
33,3,2.22,"Carroll County, New Hampshire"
33,5,2.34,"Cheshire County, New Hampshire"
33,7,2.13,"Coos County, New Hampshire"
33,9,2.35,"Grafton County, New Hampshire"
33,11,2.55,"Hillsborough County, New Hampshire"
33,13,2.49,"Merrimack County, New Hampshire"
33,15,2.51,"Rockingham County, New Hampshire"
33,17,2.48,"Strafford County, New Hampshire"
33,19,2.44,"Sullivan County, New Hampshire"
34,1,2.64,"Atlantic County, New Jersey"
34,3,2.73,"Bergen County, New Jersey"
34,5,2.66,"Burlington County, New Jersey"
34,7,2.71,"Camden County, New Jersey"
34,9,2.3,"Cape May County, New Jersey"
34,11,2.86,"Cumberland County, New Jersey"
34,13,2.77,"Essex County, New Jersey"
34,15,2.74,"Gloucester County, New Jersey"
34,17,2.63,"Hudson County, New Jersey"
34,19,2.6,"Hunterdon County, New Jersey"
34,21,2.69,"Mercer County, New Jersey"
34,23,2.85,"Middlesex County, New Jersey"
34,25,2.67,"Monmouth County, New Jersey"
34,27,2.72,"Morris County, New Jersey"
34,29,2.59,"Ocean County, New Jersey"
34,31,3.09,"Passaic County, New Jersey"
34,33,2.61,"Salem County, New Jersey"
34,35,2.81,"Somerset County, New Jersey"
34,37,2.67,"Sussex County, New Jersey"
34,39,2.91,"Union County, New Jersey"
34,41,2.52,"Warren County, New Jersey"
35,1,2.52,"Bernalillo County, New Mexico"
35,3,2.44,"Catron County, New Mexico"
35,5,2.72,"Chaves County, New Mexico"
35,6,2.98,"Cibola County, New Mexico"
35,7,2.26,"Colfax County, New Mexico"
35,9,2.72,"Curry County, New Mexico"
35,11,3.84,"De Baca County, New Mexico"
35,13,2.8,"Doña Ana County, New Mexico"
35,15,2.66,"Eddy County, New Mexico"
35,17,2.37,"Grant County, New Mexico"
35,19,3.28,"Guadalupe County, New Mexico"
35,21,2.99,"Harding County, New Mexico"
35,23,2.47,"Hidalgo County, New Mexico"
35,25,3.08,"Lea County, New Mexico"
35,27,2.33,"Lincoln County, New Mexico"
35,28,2.34,"Los Alamos County, New Mexico"
35,29,2.7,"Luna County, New Mexico"
35,31,3.97,"McKinley County, New Mexico"
35,33,2.81,"Mora County, New Mexico"
35,35,2.63,"Otero County, New Mexico"
35,37,2.59,"Quay County, New Mexico"
35,39,2.86,"Rio Arriba County, New Mexico"
